StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q3_Browser,Q3_Version,Q3_Operating System,Q3_Resolution,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Q8,Q9_First Click,Q9_Last Click,Q9_Page Submit,Q9_Click Count,Q10,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,Q12,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q14,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,Q24,Q25_First Click,Q25_Last Click,Q25_Page Submit,Q25_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q28,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q30,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q34,user_id,group,q1,q2,q3,q4,q5
2024-10-02 18:47:30,2024-10-02 18:55:27,0,180.198.153.184,100,477,1,2024-10-02 18:55:28,R_465sEcunCcPEbmi,,,,,34.7361,136.522,anonymous,JA,4,4,2,2,3,4,5,2,1,2,2,1,1,1,2,1,Chrome,129.0.0.0,Android 10,360x800,0,0,9.639,0,5,2.959,5.154,6.292,3,5,5.031,5.501,6.307,2,5,2.171,5.884,6.842,2,5,2.494,4.952,6.165,3,5,2.168,2.501,4.401,2,5,3.217,7.097,7.709,3,0,0,7.024,0,5,2.753,4.401,4.971,3,5,5.486,5.932,6.934,2,5,2.8,4.236,4.804,3,0,0,5.601,0,4,4.149,14.169,14.801,6,5,3.956,5.301,6.354,3,"今日は朝からバタバタと忙しかった。子供の迎えに出かけたり、旦那から頼まれたシロアリ点検の予約をしたり。普段の家事や雑用のほかに余分な用事が入っててんてこ舞いだった。でも午後からはのんびり過ごせた。図書館から借りた本もとても面白くて有意義な1日だった。
",2106307,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:10:18,2024-10-02 19:13:47,0,125.30.111.39,100,208,1,2024-10-02 19:13:48,R_4DFNFJ5phoUonjV,,,,,43.0459,141.3543,anonymous,JA,1,2,2,4,1,3,3,2,1,1,4,1,2,1,1,2,Chrome,129.0.0.0,Android 10,412x915,0,0,8.587,0,5,2.37,2.37,4.296,1,4,11.355,11.355,28.159,1,4,4.12,4.12,4.746,1,5,2.597,2.597,3.893,1,5,2.535,2.535,3.731,1,5,2.502,2.502,4.674,1,0,0,4.419,0,5,9.906,9.906,10.65,1,5,10.337,13.304,13.911,2,4,3.697,3.697,5.13,1,0,0,17.483,0,4,6.996,6.996,8.346,1,4,2.207,2.928,3.709,2,下の子の参観日だったので行ってきました。子供がこっちを見てすごくアピールをしていたのが面白かったです。片道徒歩20分だったので疲れました。帰りはしまむらに寄って子供服を買いました。もっと店内をブラブラしたかったけれど上の子が午前で帰ってくる日だったので急いで帰宅しました。,4556406,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:17:26,2024-10-02 19:21:19,0,14.9.7.96,100,233,1,2024-10-02 19:21:20,R_42529m8h3jvhnwy,,,,,38.338,140.8888,anonymous,JA,2,4,4,5,3,5,5,4,1,2,2,2,1,2,2,2,Chrome,125.0.0.0,Windows NT 10.0,1536x864,0,0,8.982,0,4,1.501,1.501,4.427,1,4,1.596,1.596,3.751,1,5,2.163,2.163,3.631,1,4,1.21,1.21,3.518,1,4,1.261,1.261,3.637,1,5,1.543,3.392,3.959,2,0,0,4.506,0,4,1.109,1.109,3.536,1,5,0.984,5.283,5.901,4,4,1.387,1.387,3.631,1,4.596,4.596,5.43,1,4,1.548,1.548,3.699,1,5,1.975,1.975,3.681,1,愛犬とドッグランに行って過ごしました。最近は仕事で忙しくて愛犬の世話を十分にすることができなかったので、久しぶりに可愛がることができました。同じミニチュアダックスフンドがいたので、楽しそうに走り回っている姿を見て、自分も嬉しくなりました。ドッグランで定期的に走らせてあげたいと思いました。,727067,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:18:41,2024-10-02 19:23:08,0,49.96.35.223,100,267,1,2024-10-02 19:23:08,R_4tLmqGbhBqvTbMd,,,,,35.7949,139.7334,anonymous,JA,2,4,1,4,1,3,4,1,2,2,2,1,4,1,1,4,Chrome,129.0.0.0,Windows NT 10.0,1920x1080,0,0,6.277,0,5,1.444,1.444,3.559,1,5,1.546,1.546,3.862,1,5,1.258,1.258,3.574,1,4,3.265,3.265,4.124,1,5,1.951,1.951,4.523,1,5,1.171,1.171,3.55,1,0,0,5.366,0,5,2.124,2.124,3.607,1,5,36.984,37.704,38.517,2,3,1.311,4.379,5.478,2,24.896,24.896,26.156,1,3,1.926,5.541,6.282,3,5,2.384,2.384,3.864,1,"朝から夜までは普段通り仕事をしていました。
帰宅後はPCのアンチウィルスソフトのインストールで手間取り、疲れました。
ただ帰宅したら先日ネット通販で購入していたバアムクーヘンが届いていたので、彼女と一緒に食べる時はどんな食べ方をしようかと妄想を膨らませていました。",367640,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:22:33,2024-10-02 19:30:13,0,121.81.185.167,100,459,1,2024-10-02 19:30:13,R_4dNmRRB4krW7hUK,,,,,34.8007,135.3579,anonymous,JA,3,2,2,4,2,4,4,2,1,2,1,1,1,1,1,1,Chrome iPad,129.0.6668.69,iPad,768x1024,0,0,10.998,0,4,2.554,2.554,3.556,1,4,1.753,4.371,5.052,2,4,3.154,3.154,3.825,1,5,2.711,2.711,4.365,1,5,1.417,1.417,3.656,1,5,1.413,1.413,3.636,1,0,0,23.658,0,5,3.256,3.256,3.934,1,4,2.972,5.962,8.175,2,5,1.493,1.493,3.768,1,0,0,5.245,0,5,4.071,4.071,4.616,1,4,2.563,5.154,6.261,2,今日は朝からお地蔵様のことで家族から『朝からそんな話をするな」と言われ、家のことで心配事もあり憂鬱な気持ちで家を出て会社に行った。仕事も昨日の産業作業の続きでさらに憂鬱で、予想通りマネージャーは露骨に不機嫌なので、明日から出社拒否しようかと思った。もともと午後休みの申請をしていたのに、帰りの挨拶をしてもまともに返事も返さず、腹が立った。パワハラ告発しようかと考えているが、先日ネットで読んだおぎやはぎの矢作さんの「怒らない方法」を思い返して我慢する。世の中色々な人がいると思うしかない。午後はなじみの美容院でヘアカットとカラー。元高校球児のオーナーと高校野球の話で盛り上がり、嫌な気持ちが吹き飛んだ。デパ地下でいなり寿司や酒のあてを買い帰宅。ビールを飲んでテレビを見て寝る。前半は憂鬱、後半は少し盛り返した一日だった。,3551128,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:35:46,2024-10-02 19:39:33,0,210.170.100.87,100,227,1,2024-10-02 19:39:34,R_4GJ443Uh8UiYXOh,,,,,35.6837,139.6805,anonymous,JA,5,4,5,5,4,5,3,5,2,1,2,1,2,1,1,4,Chrome,129.0.0.0,Windows NT 10.0,1368x912,0,0,5.1,0,2,2.593,2.593,4.071,1,2,1.99,1.99,3.802,1,2,2.312,2.312,3.926,1,3,2.602,2.602,3.866,1,3,2.653,2.653,3.982,1,4,3.74,3.74,5.118,1,0,0,4.96,0,2,2.336,2.336,4.346,1,2,5.071,5.071,6.518,1,4,2.394,2.394,4.168,1,0,0,4.958,0,2,2.427,2.427,4.447,1,2,3.292,3.292,4.458,1,とにかく朝からバタバタと働かされたしその仕事もかなり困難な内容であったが何とかうまくこなすことができた。直属の部長、同僚からも絶賛してもらいいい気分。それを象徴するかのように雨も上がってよかった。金曜日には慰労会の飲み会も入ったし、あと2日全力で頑張れそう。,5054908,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:34:51,2024-10-02 19:41:08,0,126.213.67.32,100,377,1,2024-10-02 19:41:09,R_4MzE2kHsY3Smgr9,,,,,35.4405,139.5549,anonymous,JA,4,5,3,2,5,5,6,4,2,3,1,2,1,2,1,2,Chrome,129.0.0.0,Windows NT 10.0,1536x864,0,0,8.416,0,4,3.416,3.416,4.298,1,5,3.993,3.993,5.836,1,3,3.546,3.546,4.546,1,4,3.392,3.392,4.211,1,4,3.704,3.704,4.901,1,5,3.609,3.609,4.406,1,0,0,4.298,0,3,2.949,2.949,3.816,1,4,7.26,7.26,7.913,1,4,3.452,3.452,4.091,1,0,0,4.236,0,4,3.971,3.971,4.624,1,4,3.335,3.335,3.917,1,"週の半ばとなる今日も昨日と同じく爽やかな天気で過ごしやすい朝でした。
10月始めとは思えない昼間の気温は夏の戻りを感じると共に日陰に入ると涼しさがあり秋も感じられる不思議な日でした。
朝からの仕事を終えてから夕方に帰宅して、リラックスしている状態です。
夜は軽めの食事にして、動画を観ながらつまむ物を作っています。
軽く飲みながら配信サイトで動画や登録しているチャンネルのチェックは最高の一時でぐっすり寝られそうです。
週末も近く、天気も優れない日になりますので気持ちだけは保てるように睡眠は大事だと感じる夜になりました。",877724,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:40:38,2024-10-02 19:43:42,0,175.177.223.74,100,184,1,2024-10-02 19:43:44,R_4AXQLX5zIZjdyI1,,,,,35.4346,139.6483,anonymous,JA,4,1,2,4,2,4,5,2,1,1,1,1,1,1,1,1,Chrome,129.0.0.0,Windows NT 10.0,1920x1080,0,0,5.589,0,5,1.698,1.698,3.775,1,5,1.927,1.927,3.821,1,5,1.464,1.464,3.948,1,5,0.98,0.98,3.754,1,5,1.337,1.337,3.812,1,5,1.723,2.267,4.048,2,0,0,4.323,0,4,2.001,2.001,3.943,1,5,2.184,2.184,4.067,1,4,0.931,0.931,3.71,1,0,0,4.046,0,5,2.315,2.315,3.72,1,4,1.334,1.334,3.587,1,"今日は仕事が少し落ち着いており、水曜日ということもあり、いつもより少し早くあがることができた。
自分なりの秋を楽しむべく、読書の秋をすべく、図書館で借りておいたアガサクリスティーの推理小説を読んだ。
平易な文章で軽く読めるのに、最後まで犯人がわからず、思わずうなってしまった。",2848289,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:38:42,2024-10-02 19:44:45,0,42.127.15.229,100,363,1,2024-10-02 19:44:45,R_4fuCrnkcjt4mfwZ,,,,,34.9882,138.3742,anonymous,JA,4,2,1,1,2,5,5,1,1,1,1,1,1,1,1,1,Chrome,129.0.0.0,Windows NT 10.0,1366x768,0,0,10.685,0,4,4.517,4.517,5.57,1,4,1.763,1.763,3.867,1,4,2.538,2.538,4.271,1,5,2.657,3.273,4.027,2,5,2.072,3.22,4.145,2,5,1.917,1.917,4.952,1,0,0,14.085,0,4,2.6,2.6,3.708,1,4,2.916,2.916,4.093,1,4,2.334,2.334,3.913,1,0,0,4.588,0,4,2.66,2.66,3.802,1,4,2.959,2.959,3.975,1,今日は子どもとたくさん触れ合えた日でした。下の子は明日修学旅行なので、一緒に準備をしたり、旅行の話をしたり、お守りを作ったりしました。後で、オセロを一緒にする約束をしています。上の子は、明日は大事なテストがあり、予定の時間よりも早く塾へ行きました。自主勉強をするらしいです。送迎の車の中で意気込みを聞くことができました。二人を応援したいと思います。,Togotogo,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:45:54,2024-10-02 19:48:56,0,58.191.123.62,100,182,1,2024-10-02 19:48:57,R_485dNOFmpuh0reN,,,,,34.7368,135.3424,anonymous,JA,3,1,2,2,1,3,2,1,2,1,2,1,1,1,2,1,Safari iPhone,16.6,iPhone,390x844,2.212,2.212,3.866,1,4,4.098,5.217,6.725,3,4,2.557,4.525,5.252,3,4,3.749,4.983,6.192,3,5,3.019,4.004,4.662,3,5,1.587,3.372,4.278,4,5,1.351,2.47,3.847,3,6.938,6.938,7.829,1,5,1.442,3.047,3.701,4,4,1.511,4.466,5.37,5,5,0.967,1.969,3.644,3,3.714,3.714,4.55,1,3,1.728,3.698,4.539,4,3,1.346,4.885,5.795,5,"10/2（水曜日）
朝5時40分起床。8時半に息子を保育園に連れて行き仕事に行った。
いつも水曜日は仕事が暇だが今日は忙しくてパソコンを使用して頭を働かすことが疲れた。
昼過ぎに仕事を終えて自宅で昼ごはんを軽く食べて晩ご飯を作った。
16時に息子を保育園に迎えに行った。
晩ご飯は肉じゃがともやしのナムルと味噌汁を食べた。
息子が頻繁にイヤイヤ言ってイライラした。",5517900,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:49:04,2024-10-02 19:55:52,0,133.206.33.192,100,407,1,2024-10-02 19:55:52,R_4j2sEc0lwSl8BbK,,,,,34.6986,135.5079,anonymous,JA,2,3,3,3,3,4,4,3,1,2,3,3,1,1,1,1,Chrome,129.0.0.0,Windows NT 10.0,1536x864,0,0,13.165,0,5,7.277,7.277,8.096,1,5,3.727,3.727,4.728,1,5,5.773,5.773,7.345,1,5,2.121,2.121,4.255,1,4,3.084,3.084,4.233,1,5,1.393,1.393,5.07,1,6.465,6.465,7.443,1,5,3.604,3.604,5.057,1,4,3.911,3.911,7.956,1,4,2.878,2.878,5.46,1,0,0,6.399,0,5,7.401,7.401,9.041,1,4,4.504,4.504,6.454,1,今日は天気も良く洗濯日和。仕事は休みで、染み抜きの方法を調べて、スチームアイロンを使って行った。綺麗に落とせてすっきりした。あと、チャットボットとの会話の課題をしたが、違和感なく会話が行えており、イメージ以上に進化しててすごいなと思った。,1472598,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:53:40,2024-10-02 19:56:34,0,61.46.232.75,100,174,1,2024-10-02 19:56:35,R_4NyIXzy0NfUmq5j,,,,,34.845,135.4855,anonymous,JA,3,2,3,3,2,3,3,3,2,3,3,3,3,2,2,2,Chrome,129.0.0.0,Windows NT 10.0,1920x1080,0,0,6.096,0,3,1.195,1.195,3.533,1,3,2.02,2.02,3.349,1,3,1.589,1.589,3.585,1,4,1.418,1.418,3.581,1,2,1.456,3.592,4.18,3,4,2.581,2.581,3.993,1,0,0,4.082,0,2,1.565,1.565,3.617,1,3,1.774,1.774,3.41,1,2,1.69,1.69,3.301,1,0,0,4.965,0,2,1.588,1.588,3.879,1,3,1.926,3.526,4.161,2,今日は朝から仕事が立て込んでいて、忙しい一日でした。仕事が思うように進まなかったため疲れてしまい、ストレスを感じることもありました。帰宅後はゆっくりと風呂に入って気持ちを落ち着け、のんびりと過ごすことにしました。,1041184,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:52:59,2024-10-02 19:59:40,0,122.217.240.183,100,401,1,2024-10-02 19:59:41,R_42JfHWTFfNnYd5h,,,,,33.6372,130.9974,anonymous,JA,2,3,2,2,1,2,3,1,3,6,5,5,3,1,5,4,Chrome,129.0.0.0,Windows NT 10.0,1920x1080,0,0,7.599,0,5,3.841,3.841,4.925,1,5,2.611,2.611,5.937,1,5,3.792,3.792,7.183,1,4,2.877,2.877,5.541,1,4,1.945,1.945,5.566,1,4,3.519,3.519,6.329,1,0,0,5.931,0,4,6.345,6.345,44.652,1,4,4.588,4.588,5.426,1,4,2.527,2.527,4.065,1,0,0,7.697,0,3,3.51,7.507,8.569,2,4,4.829,6.291,7.299,2,今日は朝から異様に暑くて、起床した際には汗だくになっていました。あまり食欲もわかず、テンションも低くなってしまいました。仕事もあまり集中できませんでしたが、なんとか終わらせて、夕方ごろウォーキングや買い物に出かけました。適度に体を動かすことで充実したリラックスタイムを過ごすことができました。明日は涼しくなって欲しいです。,2511054,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 20:00:07,2024-10-02 20:02:58,0,60.153.229.63,100,171,1,2024-10-02 20:02:59,R_4czPYHKSiQwhjZt,,,,,35.6897,139.6895,anonymous,JA,5,4,4,6,2,6,3,4,1,2,1,1,1,1,2,2,Safari iPhone,18.0,iPhone,393x852,0,0,11.361,0,3,3.585,3.983,4.992,2,4,5.646,7.086,8.294,2,3,2.951,5.027,5.963,2,4,1.929,3.088,4.428,3,5,2.7,3.099,4.332,2,5,2.422,3.261,4.163,2,0,0,5.097,0,2,4.041,7.416,8.382,3,5,2.59,3.433,4.235,2,4,2.374,2.995,4.021,2,0,0,6.067,0,4,2.429,3.856,4.519,2,3,4.761,6.035,6.68,3,今日は仕事前に卵が安い日だったので近所のスーパーに行ったり、朝のうちに少し勉強してから仕事に取りかかった。仕事後は自習室が充実している最寄りの図書館へ行って朝の続きの勉強をやって、帰宅後夕食を作ったりとかなり充実した1日だった。とあるテストが近いので、寝る前にもう少し勉強しようかと思う。,4150657,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 19:42:10,2024-10-02 20:06:12,0,58.3.206.48,100,1441,1,2024-10-02 20:06:12,R_4Pizt1gC82K9D3y,,,,,32.8116,130.7238,anonymous,JA,3,3,3,5,3,4,4,3,2,2,1,2,1,2,2,1,Chrome,129.0.0.0,Windows NT 10.0,1600x900,0,0,20.092,0,3,10.971,26.998,28.391,2,4,4.234,4.234,6.606,1,2,13.428,13.428,15.274,1,5,3.123,3.123,7.196,1,5,2.773,2.773,6.56,1,5,3.692,3.692,4.733,1,0,0,16.58,0,4,4.49,4.49,5.7,1,2,16.974,16.974,18.557,1,4,3.262,3.262,5.179,1,0,0,7.987,0,4,6.706,6.706,7.61,1,4,8.326,8.326,9.444,1,今日は雨が降り、気温は終日過ごしやすい日でした。仕事は研修が続いています。仕事終わりに彼氏と夕飯を取りました。約束のファミレスで合流して食事をとりました。このファミレスはお互いの仕事場から近く待ち合わせに丁度いい場所にあるのでよく利用しています。私はチーズハンバーグ、彼はミックスグリルを注文しました。値段もと手頃でボリュームがあるのでよく利用しています。色々おしゃべりしましたが寒くなる前に一度泊りがけの旅行しようと話してました。北海道、京都、沖縄、ソウル、台湾など考えましたが結局目的地が決まりませんでした。とりあえず週末にドライブに行く事になりました。,4362605,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 20:06:17,2024-10-02 20:09:49,0,61.116.40.156,100,211,1,2024-10-02 20:09:49,R_4uK9CZsY8cx9nXA,,,,,34.3424,132.5947,anonymous,JA,2,2,2,4,4,4,3,2,2,2,2,2,2,2,2,2,Chrome,129.0.0.0,Windows NT 10.0,1536x864,0,0,5.344,0,4,1.076,1.076,3.779,1,4,1.266,1.266,3.57,1,4,2.231,2.231,3.966,1,4,1.956,1.956,3.601,1,4,1.117,1.117,4.06,1,4,1.878,1.878,3.606,1,0,0,3.933,0,3,1.777,1.777,3.843,1,4,1.937,1.937,3.643,1,4,2.528,2.528,4.04,1,0,0,4.562,0,3,1.618,1.618,3.685,1,4,1.466,1.466,3.509,1,今日は昼から雨が降って寒かった。急に温度が下がってびっくり！急に「秋」って感じ。週末のお出かけも寒いのか不安になった。厚めの服の方がいいかなぁ。温泉につかるのが気持ちいいかもしれない。明日は旅行の準備をしっかりとしよう。忘れ物しないようにしないと。,4548801,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 20:08:40,2024-10-02 20:20:32,0,221.185.49.74,100,712,1,2024-10-02 20:20:33,R_4qssDyiUpgGnrON,,,,,34.7037,135.713,anonymous,JA,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,Chrome,129.0.0.0,Windows NT 10.0,1920x1080,8.44,8.44,15.788,1,4,4.353,4.353,5.258,1,4,1.62,1.62,4.431,1,4,2.224,2.224,4.015,1,5,8.229,8.229,10.046,1,5,1.421,1.421,3.722,1,5,2.312,2.312,4.512,1,0,0,6.123,0,5,7.168,7.168,8.693,1,5,2.629,2.629,4.438,1,5,4.52,5.382,6.101,2,0,0,5.269,0,5,2.139,3.969,4.474,2,5,4.266,4.266,5.095,1,昨夜、愛犬が夜中に何度も吠えたので、そのたびに目が覚めてしまいました。おかげで寝不足のまま仕事に行き、帰ってきたときはとても疲れていました。でも、さっきチャットボットと話していたら、気分が良くなって、元気が出てきた気がします。人と話すと本音を言いにくいこともありますが、チャットボットとは気楽に話せるのが良いですね。ちなみに、リラックスするには音楽が良いと勧められたので、これから音楽を聴いてみようと思います。,115345,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 20:19:23,2024-10-02 20:28:23,0,219.101.12.7,100,539,1,2024-10-02 20:28:23,R_4C2TpVWwWN3mPsa,,,,,35.2493,136.9596,anonymous,JA,3,4,5,3,4,2,3,3,5,6,4,4,1,1,6,5,Edge,129.0.0.0,Windows NT 10.0,1920x1080,0,0,8.134,0,4,4.167,4.167,4.827,1,4,3.615,3.615,4.203,1,4,2.663,2.663,3.643,1,5,2.988,2.988,3.816,1,5,4.715,4.715,5.433,1,3,5.22,5.22,5.92,1,0,0,4.499,0,4,3.926,3.926,4.562,1,5,12.269,12.269,13.129,1,5,2.376,2.376,3.636,1,0,0,4.43,0,4,5.809,5.809,6.549,1,4,3.573,3.573,4.129,1,朝起きると戦争が始まるかのニュースでとても驚いた。平和が一番なのにといいながら家族と朝食を食べた。いつも通りに朝作業を行ったが、時間が進む毎に暑く感じる。昼頃には１０月なのに３２℃という猛暑を迎えた。昼食は外食で済ませ、作業に戻るがやはり暑い。今日の作業は昼頃までは快適に進めたが、暑さでやられたのか後半からダレた。早く涼しくなって欲しい。夕食は冷たい物が食べたかったので今年最後になるであろう冷やし中華を食べた。しかし、夕食を食べても暑さはそのままだった。,5704605,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 20:29:06,2024-10-02 20:31:46,0,119.242.50.217,100,159,1,2024-10-02 20:31:47,R_4fJ1gNJ46ivZNLz,,,,,35.4346,139.6483,anonymous,JA,2,2,2,2,2,2,2,2,4,2,2,2,5,2,2,4,Chrome,129.0.0.0,Windows NT 10.0,1440x960,0,0,8.201,0,2,1.533,1.533,3.586,1,2,1.603,1.603,3.587,1,2,1.913,1.913,3.709,1,4,1.883,1.883,3.426,1,4,2.483,2.483,3.735,1,4,1.395,1.395,3.613,1,0,0,4.607,0,2,0.941,0.941,3.587,1,2,1.866,2.645,3.595,2,2,1.088,1.088,3.419,1,0,0,4.178,0,1,1.211,1.211,3.384,1,2,1.674,1.674,3.594,1,今日は朝から体調が悪くて1日どんよりした気分だった。よくわからないテンションの上げ下げがひどく、自分で自分の機嫌を上手に取れない。ただ、その不安を夫に話せる時間を取れたこと、気持ちを少し理解してもらえた気がしたのが良かった。,2658832,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 20:29:10,2024-10-02 20:35:04,0,180.45.215.99,100,353,1,2024-10-02 20:35:04,R_4zAzJz41sBQKy2J,,,,,34.3927,132.4501,anonymous,JA,5,3,5,5,2,3,4,5,2,4,3,2,4,2,2,3,Safari iPhone,18.0,iPhone,390x844,5.726,5.726,13.324,1,4,1.302,2.469,3.487,3,4,1.805,3.523,4.256,3,4,1.173,3.073,3.589,3,5,1.478,3.144,3.496,3,5,1.39,2.157,3.44,2,4,1.493,2.927,3.778,3,2.817,2.817,4.77,1,2,1.878,4.345,4.809,3,4,1.488,4.371,4.874,4,4,1.151,2.354,3.437,3,0,0,4.316,0,4,1.302,4.968,5.403,3,3,1.432,3.832,4.334,3,"今日は朝食を食べた後、トイレ掃除をして仕事を始めました。
仕事が捗らなかったので、休憩を挟みながら午前中は仕事を片付けていました。
昼食はYouTube動画を見ながらラーメンを食べました。美味しかったです。
午後も残った仕事をしました。今日は眠さが強いので早めに寝ようと思います。",5012138,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 20:37:11,2024-10-02 20:42:47,0,60.124.23.27,100,336,1,2024-10-02 20:42:48,R_4DcJiFkudngilT8,,,,,35.6725,139.4995,anonymous,JA,1,1,1,2,1,2,1,1,3,4,4,3,2,2,2,1,Chrome,129.0.0.0,Windows NT 10.0,1360x768,0,0,6.119,0,3,1.358,1.358,3.46,1,3,2.496,2.496,4.257,1,3,1.822,1.822,3.438,1,4,1.239,1.239,3.545,1,4,1.124,3.433,3.939,2,4,2.888,2.888,3.701,1,0,0,5.05,0,2,1.901,1.901,3.729,1,3,2.441,2.441,3.615,1,3,1.355,1.355,3.543,1,0,0,4.02,0,2,1.985,3.096,4.043,2,4,1.881,1.881,3.537,1,今日は朝5時半頃に目が覚めたので、1時間程度近所をウォーキングしました。朝7時頃に朝ご飯を食べました。午前中はパソコンで作業をしていました。お昼ご飯を食べてから午後もパソコンで作業をしていました。夕方17時頃から趣味であるランニングを30分ほどしてからシャワーを浴びました。今日は1日中雲り空だったので気分があまり良くありませんでした。,603644,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 20:53:16,2024-10-02 20:56:37,0,126.125.165.49,100,201,1,2024-10-02 20:56:37,R_40wQixO9zgS8aMs,,,,,26.2084,127.6923,anonymous,JA,3,3,1,3,3,3,4,2,1,1,2,1,1,1,1,1,Edge,120.0.0.0,Windows NT 10.0,1366x768,0,0,4.634,0,5,0.893,2.47,3.7,3,5,1.817,1.817,3.471,1,4,1.508,1.508,3.476,1,4,1.489,1.489,3.521,1,4,1.238,1.238,3.572,1,4,2.883,2.883,4.524,1,0,0,3.708,0,4,0.903,0.903,3.482,1,4,3.765,3.765,4.357,1,4,1.018,1.018,3.738,1,0,0,3.841,0,3,1.823,3.183,3.814,2,4,1.083,1.083,3.634,1,今日は朝からパタパタ。寝坊してしまいいつも乗る電車に乗るために走ったために勢いついてしまい、電車に乗ろうしたらつまずいて転んでしまった。かなり散々な日でした。それ以外も仕事も忙しく、忙しい時に限ってさらに仕事を増やす奴がいるなと思いました,5348603,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 20:52:22,2024-10-02 20:59:50,0,61.114.211.220,100,448,1,2024-10-02 20:59:50,R_4o6GMkAZpgjUPPf,,,,,35.5394,139.7202,anonymous,JA,4,3,3,3,4,4,4,3,3,4,3,3,3,2,3,3,Chrome,129.0.0.0,Android 10,360x760,0,0,4.581,0,4,1.888,4.195,4.872,4,4,2.089,2.646,4.393,2,3,3.33,3.844,4.459,2,4,2.677,3.056,3.601,2,4,1.418,1.835,4.001,2,5,3.271,3.67,4.201,2,0,0,3.702,0,4,1.472,2.401,3.634,2,4,3.61,5.471,5.993,2,3,2.004,2.428,3.644,2,0,0,3.707,0,4,2.139,2.554,3.676,2,4,2.117,2.766,3.691,3,今日は、美容室に行き、ヘアスタイルを変えました。少し長さを切ったのとカラーをしましたが、きれいに髪をととのえてもらって、よかったです。リフレッシュになりました。家に帰ってからは、日常のお掃除をしてすっきりしました。,3982463,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
